Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2014-09-24,101.6,101.0,102.6,99.15,101.9,101.75,101.2,4553881,4.6083956445e+13,21968,962930,0.2115
2014-09-25,101.75,101.4,102.6,93.55,96.2,95.7,96.2,21544171,2.0726561046e+14,60006,9030585,0.4192
2014-09-26,95.7,94.7,98.2,93.05,98.0,97.55,96.21,7431592,7.149636642e+13,39074,1563509,0.2104
2014-09-29,97.55,97.3,101.9,96.8,99.7,99.7,100.15,4239652,4.246047515e+13,23246,605857,0.1429
2014-09-30,99.7,99.1,100.85,95.55,98.6,99.0,98.16,8809856,8.6474365685e+13,38325,3498797,0.3971
2014-10-01,99.0,98.55,100.2,96.4,96.6,96.9,97.58,3764990,3.673842317e+13,18456,644885,0.1713
2014-10-07,96.9,96.75,98.0,95.75,96.1,96.0,96.84,4497103,4.355051309e+13,27091,1899272,0.4223
2014-10-08,96.0,96.1,100.6,94.8,99.55,99.8,97.75,5131963,5.01632085e+13,24182,1681197,0.3276
2014-10-09,99.8,100.5,106.15,99.65,104.3,104.85,102.92,8646102,8.8981617425e+13,41459,1811720,0.2095
2014-10-10,104.85,103.4,104.2,101.1,101.9,101.8,102.58,3502445,3.5927616115e+13,18777,584445,0.1669
2014-10-13,101.8,101.8,103.2,101.0,101.9,102.05,102.05,2974928,3.03593607e+13,16970,473340,0.1591
2014-10-14,102.05,102.8,103.3,98.2,101.65,101.2,100.74,4365879,4.3981255295e+13,23401,783741,0.1795
2014-10-16,101.2,101.65,103.7,97.85,98.0,98.6,101.4,5243769,5.316984355e+13,28876,1170358,0.2232
2014-10-17,98.6,99.6,100.7,98.3,99.7,99.45,99.62,5305878,5.285745111e+13,28731,1925108,0.3628
2014-10-20,99.45,101.6,102.0,99.05,99.8,99.95,100.36,4342547,4.3581906175e+13,18663,1399633,0.3223
2014-10-21,99.95,100.1,102.2,99.65,101.8,101.65,101.13,3842394,3.8857747195e+13,20785,1001238,0.2606
2014-10-22,101.65,102.95,103.5,102.2,102.85,102.9,102.82,3046460,3.1323070185e+13,14626,559925,0.1838
2014-10-23,102.9,103.6,103.7,102.9,103.1,103.2,103.25,800456,8.2650428e+12,4045,434871,0.5433
2014-10-27,103.2,104.0,104.0,99.1,99.15,99.5,100.85,3334443,3.3628578e+13,18672,1041549,0.3124
2014-10-28,99.5,99.95,99.95,97.2,98.15,98.0,98.09,4160423,4.081128462e+13,17572,1693526,0.4071
2014-10-29,98.0,98.9,99.1,97.85,98.5,98.3,98.24,2897235,2.8462631785e+13,13873,877830,0.303
2014-10-30,98.3,98.45,103.0,98.2,102.05,102.35,100.9,6458506,6.5165264035e+13,33939,1771918,0.2744
2014-10-31,102.35,103.7,108.4,102.5,105.75,106.15,105.16,8665295,9.1124036915e+13,40188,2875206,0.3318
2014-11-03,106.15,105.25,109.9,105.25,108.8,108.9,108.08,7167535,7.74669956e+13,32126,1516660,0.2116
2014-11-05,108.9,109.1,110.25,105.55,106.45,106.35,107.23,4121208,4.4193192535e+13,19745,878304,0.2131
2014-11-07,106.35,106.3,109.7,104.8,108.4,108.7,107.86,5185804,5.5933808655e+13,27841,1442621,0.2782
2014-11-10,108.7,108.25,109.7,105.85,106.1,106.55,107.43,5198732,5.5848722155e+13,19976,1755191,0.3376
2014-11-11,106.55,106.8,108.5,105.1,107.55,107.95,107.18,3710812,3.9771899845e+13,21220,792745,0.2136
2014-11-12,107.95,107.95,108.95,106.1,106.35,106.9,107.54,3796906,4.083074552e+13,17308,845995,0.2228
2014-11-13,106.9,106.9,107.0,101.65,102.7,102.75,103.83,4702709,4.882813804e+13,28439,1221963,0.2598
2014-11-14,102.75,102.6,104.5,100.75,102.95,102.8,103.03,4512740,4.649566843e+13,28424,1468352,0.3254
2014-11-17,102.8,102.4,106.0,101.45,105.55,105.3,104.13,4117938,4.2880202285e+13,20139,1203488,0.2923
2014-11-18,105.3,105.75,120.8,105.2,114.8,115.15,113.34,21926556,2.48505729125e+14,106154,3717586,0.1695
2014-11-19,115.15,115.45,116.4,108.25,109.3,109.7,112.89,12685645,1.43214395205e+14,65450,1558542,0.1229
2014-11-20,109.7,109.9,110.8,105.65,109.35,109.5,108.55,7121065,7.729614769e+13,40294,1022282,0.1436
2014-11-21,109.5,109.85,111.3,107.3,108.75,108.9,109.18,5433129,5.9319767335e+13,31022,573416,0.1055
2014-11-24,108.9,110.0,111.0,106.85,106.95,107.3,108.37,4535986,4.9157539865e+13,24258,813573,0.1794
2014-11-25,107.3,107.85,107.85,99.65,102.4,102.45,102.27,8021399,8.203435033e+13,43853,2462986,0.3071
2014-11-26,102.45,102.3,104.8,101.25,102.5,102.95,103.11,4172281,4.3020775675e+13,22945,527198,0.1264
2014-11-27,102.95,103.0,107.0,102.25,106.5,106.6,105.28,6785515,7.144107674e+13,29874,1985127,0.2926
2014-11-28,106.6,106.0,106.75,102.55,102.8,102.95,104.29,5009067,5.224046148e+13,25158,1139738,0.2275
2014-12-01,102.95,103.0,103.9,99.25,99.6,99.95,100.88,5160287,5.2056692605e+13,27309,1397198,0.2708
2014-12-02,99.95,99.6,102.2,99.05,101.3,101.15,100.95,3954328,3.991818326e+13,20882,767333,0.194
2014-12-03,101.15,101.0,103.4,101.0,102.5,102.6,102.4,3823028,3.914898295e+13,18568,596335,0.156
2014-12-04,102.6,102.5,103.25,100.4,101.0,101.3,101.57,3467374,3.5217472015e+13,16101,663629,0.1914
2014-12-05,101.3,101.3,105.8,100.25,102.0,102.5,103.12,7175833,7.3999674685e+13,35148,1210009,0.1686
2014-12-08,102.5,102.6,103.0,98.6,99.0,99.05,100.27,4388234,4.4001577755e+13,21163,1109603,0.2529
2014-12-09,99.05,98.65,100.55,95.15,95.8,95.85,97.33,5138613,5.0014811385e+13,30842,1281633,0.2494
2014-12-10,95.85,95.9,98.4,95.1,95.6,95.6,96.43,5234363,5.0474750555e+13,28096,1168627,0.2233
2014-12-11,95.6,95.6,95.95,92.0,92.6,92.55,93.38,5212499,4.8676621135e+13,28691,1049337,0.2013
2014-12-12,92.55,93.0,93.9,88.6,88.85,89.5,91.0,7859993,7.1525717255e+13,33494,2424895,0.3085
2014-12-15,89.5,88.9,89.15,86.05,87.0,86.85,87.52,5887544,5.1525977145e+13,25909,1721427,0.2924
2014-12-16,86.85,86.0,86.25,82.7,84.45,83.75,84.0,6514663,5.472468384e+13,28506,1495665,0.2296
2014-12-17,83.75,83.25,84.45,80.5,83.7,83.2,83.01,6702674,5.5637041625e+13,34239,1867943,0.2787
2014-12-18,83.2,84.15,86.85,84.15,85.75,85.8,85.58,3744983,3.204792961e+13,17366,862499,0.2303
2014-12-19,85.8,86.15,86.65,82.3,82.7,82.95,83.78,6225829,5.2157584355e+13,28689,1842617,0.296
2014-12-22,82.95,83.15,83.6,81.5,82.05,82.15,82.38,4799948,3.954406987e+13,19326,1711195,0.3565
2014-12-23,82.15,81.65,82.75,78.5,79.0,79.1,80.01,12639776,1.01135254395e+14,45678,7104001,0.562
2014-12-24,79.1,78.9,81.3,77.65,79.85,79.25,79.63,12472905,9.932276049e+13,45457,4720982,0.3785
2014-12-26,79.25,79.85,81.4,78.5,80.35,80.5,80.24,6244836,5.0105463275e+13,28332,977779,0.1566
2014-12-29,80.5,80.5,82.45,80.5,80.7,80.75,81.44,4373137,3.561406696e+13,22036,919739,0.2103
2014-12-30,80.75,81.0,81.5,79.15,79.85,79.9,80.08,3816536,3.0562139595e+13,19013,823030,0.2156
2014-12-31,79.9,79.7,80.7,79.3,80.15,80.05,79.98,3280097,2.6232762845e+13,15595,571715,0.1743
2015-01-01,80.05,80.0,84.2,80.0,83.15,83.25,82.99,8181248,6.789835282e+13,40222,1256832,0.1536
2015-01-02,83.25,83.15,83.9,82.25,83.05,82.8,83.15,4638938,3.857430862e+13,20983,892546,0.1924
2015-01-05,82.8,82.85,83.7,81.15,81.7,81.6,82.27,4063660,3.343171752e+13,23696,884930,0.2178
2015-01-06,81.6,82.0,83.2,79.15,79.5,79.6,81.31,7410790,6.025477228e+13,37306,1242361,0.1676
2015-01-07,79.6,79.05,80.7,77.7,78.55,78.45,79.02,5911165,4.671179422e+13,25446,1903153,0.322
2015-01-08,78.45,79.0,80.2,78.1,78.75,78.65,79.1,9269630,7.3327176665e+13,27694,3221291,0.3475
2015-01-09,78.65,79.65,79.85,76.05,77.0,77.05,77.45,6091842,4.718429216e+13,29150,1139881,0.1871
2015-01-12,77.05,77.4,78.9,76.1,77.7,78.0,77.38,4819823,3.729688327e+13,21266,681649,0.1414
2015-01-13,78.0,78.1,78.55,75.85,76.5,76.45,76.78,4428542,3.400437199e+13,28742,1080625,0.244
2015-01-14,76.45,76.35,77.4,75.05,75.3,75.4,75.89,3799782,2.8836677065e+13,20509,836665,0.2202
2015-01-15,75.4,75.55,78.95,75.3,77.85,78.45,77.61,5782662,4.4876494875e+13,26751,1700067,0.294
2015-01-16,78.45,78.15,78.9,77.15,78.05,78.25,78.0,3403671,2.654754402e+13,17744,829015,0.2436
2015-01-19,78.25,78.45,80.95,77.9,79.55,79.6,79.84,4671966,3.7302238555e+13,22281,824509,0.1765
2015-01-20,79.6,79.7,82.3,79.05,80.5,80.6,80.76,6325061,5.1078533495e+13,31945,999876,0.1581
2015-01-21,80.6,80.95,80.95,79.05,80.0,80.1,79.94,4372968,3.495701343e+13,21244,1108113,0.2534
2015-01-22,80.1,80.25,80.75,79.15,79.7,79.8,79.94,3261659,2.60725207e+13,19477,893910,0.2741
2015-01-23,79.8,80.0,82.75,78.6,81.8,82.2,81.15,6794137,5.513754116e+13,32423,1397543,0.2057
2015-01-27,82.2,82.85,83.75,81.55,81.9,82.0,82.48,4508023,3.71825792e+13,22084,1264566,0.2805
2015-01-28,82.0,81.75,82.65,79.1,79.3,79.65,80.86,4904691,3.9661103875e+13,23025,1422514,0.29
2015-01-29,79.65,80.0,80.5,78.3,79.1,78.7,79.08,8029834,6.3503108815e+13,28265,3104230,0.3866
2015-01-30,78.7,79.3,83.3,78.75,79.45,79.6,80.87,7752952,6.2696491815e+13,34765,1964829,0.2534
2015-02-02,79.6,80.0,81.2,79.25,80.5,80.55,80.24,4644341,3.726662868e+13,21789,845810,0.1821
2015-02-03,80.55,81.05,81.15,77.0,77.5,77.5,78.31,7739062,6.0605562945e+13,29999,3431927,0.4435
2015-02-04,77.5,78.3,78.9,77.2,77.6,77.7,78.0,3350346,2.6132004375e+13,18530,647542,0.1933
2015-02-05,77.7,77.8,78.3,71.0,71.25,72.25,74.48,10436036,7.7731071675e+13,37324,4038626,0.387
2015-02-06,72.25,71.5,72.6,70.1,70.9,70.75,71.43,6612868,4.7236255135e+13,30484,1736637,0.2626
2015-02-09,70.75,70.4,70.75,67.3,67.45,67.7,68.88,6851888,4.7193780875e+13,31288,1372577,0.2003
2015-02-10,67.7,67.5,70.65,66.5,68.25,68.4,68.87,8620304,5.93694873e+13,34860,2799028,0.3247
2015-02-11,68.4,69.0,70.95,68.8,70.5,70.35,69.91,4265377,2.9819125785e+13,22208,1320830,0.3097
2015-02-12,70.35,70.4,71.8,69.9,71.05,71.15,70.84,4297268,3.0441098535e+13,19479,1295365,0.3014
2015-02-13,71.15,71.45,72.5,70.55,71.9,72.05,71.56,4124981,2.9516690015e+13,25408,739839,0.1794
2015-02-16,72.05,74.0,76.4,73.5,75.1,75.1,74.95,7351525,5.510123217e+13,36516,1136046,0.1545
2015-02-18,75.1,75.45,75.7,72.9,73.3,73.4,73.88,4247674,3.138139187e+13,19544,967461,0.2278
2015-02-19,73.4,73.55,73.85,69.7,71.3,71.35,71.32,5040893,3.5952775165e+13,24553,1134609,0.2251
2015-02-20,71.35,71.1,73.1,71.1,72.05,72.0,72.09,3928888,2.832437953e+13,18649,522818,0.1331
2015-02-23,72.0,72.35,72.35,69.3,69.9,70.25,71.11,4599543,3.2708657375e+13,20183,787723,0.1713
2015-02-24,70.25,70.3,70.5,68.4,69.25,68.8,69.06,6225309,4.298966373e+13,29877,2355401,0.3784
2015-02-25,68.8,69.15,70.35,67.3,68.75,69.0,68.69,8668504,5.954672711e+13,37878,2925227,0.3375
2015-02-26,69.0,68.9,69.25,67.05,67.7,67.4,67.74,6875956,4.657531592e+13,22065,3216770,0.4678
2015-02-27,67.4,68.0,70.05,67.3,69.95,69.8,68.94,5915744,4.078502836e+13,28031,2204132,0.3726
2015-02-28,69.8,70.45,70.65,67.1,68.6,68.5,68.88,6411637,4.4163294815e+13,23209,1434385,0.2237
2015-03-02,68.5,69.05,69.1,65.3,65.8,65.8,66.82,7567847,5.0571136385e+13,29153,2802566,0.3703
2015-03-03,65.8,65.8,67.2,65.25,65.9,66.15,66.23,6321559,4.1866490375e+13,31713,2064672,0.3266
2015-03-04,66.15,67.0,69.9,66.0,66.75,66.75,67.92,13818919,9.386219556e+13,53531,4190200,0.3032
2015-03-05,66.75,67.15,68.2,66.0,66.8,66.85,66.96,6560325,4.392557087e+13,28482,2422059,0.3692
2015-03-09,66.85,66.5,67.0,62.4,62.5,62.85,64.14,9698835,6.221260593e+13,37488,4465807,0.4604
2015-03-10,62.85,62.6,67.15,61.65,64.3,64.5,64.54,14695106,9.484042208e+13,57937,3299729,0.2245
2015-03-11,64.5,64.5,66.95,63.95,66.15,66.4,65.76,10208334,6.712806297e+13,41096,3369958,0.3301
2015-03-12,66.4,66.5,70.65,66.05,69.55,69.9,68.47,13277031,9.091234762e+13,59264,3799497,0.2862
2015-03-13,69.9,70.75,72.25,69.0,70.2,70.0,70.53,12386131,8.736076316e+13,54486,1928714,0.1557
2015-03-16,70.0,70.05,70.4,66.5,67.0,67.3,68.44,4518753,3.092532589e+13,21558,1059103,0.2344
2015-03-17,67.3,67.5,68.15,66.1,66.95,67.2,67.17,4904814,3.2944153215e+13,22619,774849,0.158
2015-03-18,67.2,67.45,68.6,66.3,66.35,66.8,67.47,5070669,3.4214156625e+13,19525,906290,0.1787
2015-03-19,66.8,67.35,68.15,62.8,63.35,63.65,65.57,6130829,4.020016428e+13,26002,1853451,0.3023
2015-03-20,63.65,63.5,64.4,62.75,63.1,63.05,63.44,5835447,3.7022344085e+13,22814,2374081,0.4068
2015-03-23,63.05,63.15,64.1,61.35,62.4,62.5,62.91,3844977,2.4186869085e+13,17660,786503,0.2046
2015-03-24,62.5,62.45,63.65,61.8,62.2,62.35,62.68,3979263,2.4940557625e+13,16955,740920,0.1862
2015-03-25,62.35,62.45,62.75,61.0,61.0,61.25,61.88,3404006,2.106241332e+13,18749,885376,0.2601
2015-03-26,61.25,61.0,61.9,59.45,59.95,60.1,60.42,11855758,7.1631646165e+13,27131,5035407,0.4247
2015-03-27,60.1,60.9,61.6,56.75,58.3,58.35,58.93,6879081,4.053576064e+13,33324,1599682,0.2325
2015-03-30,58.35,59.4,60.45,58.7,60.3,60.25,59.74,4141181,2.473977092e+13,18790,915060,0.221
2015-03-31,60.25,60.8,61.5,59.0,59.05,59.25,60.21,4460578,2.6855084565e+13,26443,1236280,0.2772
2015-04-01,59.25,59.25,61.4,58.85,60.7,60.7,60.32,4208133,2.538484282e+13,23226,920187,0.2187
2015-04-06,60.7,60.5,60.85,59.1,60.0,60.05,59.94,3945909,2.3653035775e+13,20607,749980,0.1901
2015-04-07,60.05,60.3,61.5,59.2,61.15,61.1,60.64,4900156,2.9716681675e+13,21095,954177,0.1947
2015-04-08,61.1,61.15,63.3,61.15,62.95,62.65,62.33,5789153,3.608112e+13,26723,1498312,0.2588
2015-04-09,62.65,63.0,64.4,62.85,63.45,63.45,63.61,6877407,4.3750528315e+13,29786,2686104,0.3906
2015-04-10,63.45,63.7,74.3,62.65,71.5,71.95,71.03,43725382,3.10572969885e+14,140857,7855775,0.1797
2015-04-13,71.95,72.35,74.2,71.45,73.25,73.1,72.96,14756358,1.07667869645e+14,64330,2652664,0.1798
2015-04-15,73.1,72.25,75.45,70.8,71.2,72.05,73.65,13307146,9.801100441e+13,55869,2388779,0.1795
2015-04-16,72.05,72.0,73.05,69.2,70.25,70.45,71.49,10188875,7.2844592845e+13,42983,1582592,0.1553
2015-04-17,70.45,70.45,72.4,69.6,70.2,69.9,71.03,7872117,5.5912797585e+13,35997,1704654,0.2165
2015-04-20,69.9,70.05,70.55,65.4,66.35,66.0,67.55,6960671,4.701642658e+13,28225,1276342,0.1834
2015-04-21,66.0,66.15,67.4,65.25,65.55,65.55,66.36,5541330,3.6770202585e+13,24640,1139238,0.2056
2015-04-22,65.55,65.3,66.2,64.1,65.9,65.75,65.22,6377928,4.159956939e+13,26376,841627,0.132
2015-04-23,65.75,66.1,66.75,64.1,64.85,64.8,65.24,5410604,3.5299573065e+13,21100,835700,0.1545
2015-04-24,64.8,65.0,65.65,63.1,63.4,63.65,64.53,5985461,3.8622076715e+13,19500,1481582,0.2475
2015-04-27,63.65,63.8,64.0,60.95,61.25,61.45,62.12,4135167,2.568748475e+13,18857,948238,0.2293
2015-04-28,61.45,61.9,63.25,61.5,62.9,62.9,62.41,4597584,2.8692348255e+13,20075,1020255,0.2219
2015-04-29,62.9,63.0,63.45,61.4,61.6,61.65,62.29,3541355,2.2060370205e+13,14974,677873,0.1914
2015-04-30,61.65,61.6,61.75,59.75,60.75,60.5,60.61,7318108,4.4352943095e+13,25607,2801237,0.3828
2015-05-04,60.5,60.75,63.3,60.75,62.7,62.85,62.33,4929745,3.0729209545e+13,18548,975914,0.198
2015-05-05,62.85,63.5,69.9,63.15,67.7,67.95,67.53,21282084,1.43719983295e+14,75066,3615622,0.1699
2015-05-06,67.95,68.25,69.45,62.55,63.1,63.0,65.36,13573116,8.87104967e+13,48449,3028118,0.2231
2015-05-07,63.0,63.25,64.5,60.0,61.45,61.35,62.12,8797488,5.4645844285e+13,33398,1179896,0.1341
2015-05-08,61.35,62.5,63.4,61.5,62.75,62.6,62.66,6096233,3.819627988e+13,24168,971068,0.1593
2015-05-11,62.6,63.0,66.15,63.0,64.7,64.8,64.65,6370421,4.118624905e+13,25170,1119331,0.1757
2015-05-12,64.8,65.2,65.5,60.8,61.5,61.25,62.49,7172501,4.481845354e+13,27196,2093965,0.2919
2015-05-13,61.25,62.0,64.65,61.75,64.5,64.3,63.48,9678038,6.1432395075e+13,35709,1801397,0.1861
2015-05-14,64.3,63.65,66.0,63.1,65.95,65.3,64.52,9189239,5.92902241e+13,33960,1417044,0.1542
2015-05-15,65.3,66.3,66.3,64.0,65.5,65.1,65.31,6715084,4.385805985e+13,25044,971155,0.1446
2015-05-18,65.1,65.95,68.5,65.15,67.5,67.6,67.27,8724258,5.868788652e+13,37514,1253399,0.1437
2015-05-19,67.6,67.45,69.2,66.3,68.15,68.55,68.02,9644784,6.5604414805e+13,37269,999412,0.1036
2015-05-20,68.55,69.0,69.1,65.0,65.8,65.9,66.89,8468844,5.6646743665e+13,33386,1844910,0.2178
2015-05-21,65.9,66.0,66.25,64.1,64.5,64.7,64.95,4510381,2.9294724495e+13,20812,763206,0.1692
2015-05-22,64.7,64.95,65.1,63.5,63.8,64.05,64.32,4879945,3.1386915065e+13,22592,800578,0.1641
2015-05-25,64.05,64.1,65.9,63.5,63.95,63.95,64.47,5877202,3.7887938725e+13,26379,874859,0.1489
2015-05-26,63.95,64.0,64.65,63.1,64.0,63.75,63.83,3898677,2.488668254e+13,21473,561869,0.1441
2015-05-27,63.75,62.8,63.75,62.5,62.9,63.0,63.12,4111559,2.5952533425e+13,18636,1177465,0.2864
2015-05-28,63.0,63.25,64.85,62.15,64.4,64.55,63.57,7547041,4.7973268205e+13,32066,1657166,0.2196
2015-05-29,64.55,64.25,68.9,64.25,67.7,68.05,66.94,14821787,9.920972718e+13,55228,7019638,0.4736
2015-06-01,68.05,68.75,68.75,65.55,65.7,65.85,66.84,4471266,2.988375464e+13,19342,837836,0.1874
2015-06-02,65.85,65.85,66.25,63.4,63.5,63.65,64.94,4821648,3.1311702515e+13,21223,1326758,0.2752
2015-06-03,63.65,63.6,64.6,54.6,59.15,59.2,59.6,10450131,6.228020583e+13,38022,1972530,0.1888
2015-06-04,59.2,59.4,60.6,56.15,59.55,60.15,58.96,8661203,5.1065887095e+13,32117,908271,0.1049
2015-06-05,60.15,59.4,60.85,59.0,60.15,60.0,59.97,5846663,3.5062857055e+13,25734,1000544,0.1711
2015-06-08,60.0,60.9,60.95,57.1,60.05,60.05,59.19,8525219,5.0459970135e+13,35531,2086124,0.2447
2015-06-09,60.05,59.9,61.3,59.5,60.3,60.4,60.35,5716502,3.4499709635e+13,26637,880848,0.1541
2015-06-10,60.4,60.4,60.7,59.25,60.0,59.7,59.92,6068829,3.636501687e+13,19670,1251466,0.2062
2015-06-11,59.7,60.45,60.5,57.0,57.7,57.55,58.3,7478740,4.360436149e+13,26611,2541576,0.3398
2015-06-12,57.55,57.7,60.15,56.55,58.85,58.55,58.06,11917295,6.918976709e+13,28830,4907155,0.4118
2015-06-15,58.55,59.25,60.5,58.4,58.6,58.85,59.15,7802997,4.615609881e+13,22896,2569312,0.3293
2015-06-16,58.85,59.75,60.55,57.55,58.65,58.65,58.96,9561684,5.637321669e+13,35180,1568489,0.164
2015-06-17,58.65,59.0,59.9,58.15,58.65,58.8,58.96,6007001,3.5415758525e+13,20115,1498864,0.2495
2015-06-18,58.8,58.75,59.6,58.05,58.95,59.05,58.99,7218478,4.2579386775e+13,22285,1991118,0.2758
2015-06-19,59.05,59.9,59.9,58.05,58.55,58.7,58.77,6120679,3.596952419e+13,23352,2145332,0.3505
2015-06-22,58.7,58.8,61.2,58.35,59.6,59.65,59.63,12799640,7.632475874e+13,29273,4788064,0.3741
2015-06-23,59.65,59.95,60.3,59.2,59.9,59.85,59.86,7028336,4.207212231e+13,21026,2214301,0.3151
2015-06-24,59.85,60.0,60.25,57.45,57.65,58.0,59.25,8419281,4.988111624e+13,35757,2415433,0.2869
2015-06-25,58.0,57.7,58.3,57.3,57.95,58.05,57.92,8766961,5.077471162e+13,26578,3180949,0.3628
2015-06-26,58.05,57.9,63.3,56.7,61.45,61.6,60.9,25605029,1.55934164855e+14,77526,2803010,0.1095
2015-06-29,61.6,59.65,62.7,58.9,61.75,61.8,61.37,18828695,1.1555198753e+14,57220,1543115,0.082
2015-06-30,61.8,62.2,63.6,61.2,61.95,62.1,62.5,12555632,7.8467682165e+13,42242,1882435,0.1499
2015-07-01,62.1,62.2,64.0,61.85,62.7,62.7,62.99,9266163,5.8366215725e+13,35048,1373025,0.1482
2015-07-02,62.7,63.4,66.2,62.85,64.3,64.45,64.72,16014960,1.03646287655e+14,60819,2102432,0.1313
2015-07-03,64.45,64.0,65.05,62.55,63.35,63.35,63.75,8816666,5.620424932e+13,29455,1532029,0.1738
2015-07-06,63.35,62.35,64.8,62.05,64.35,64.35,63.55,6310791,4.010300867e+13,23070,927708,0.147
2015-07-07,64.35,64.75,65.6,63.6,64.3,64.2,64.66,10155757,6.566807202e+13,29889,2544344,0.2505
2015-07-08,64.2,63.2,67.7,62.5,67.05,67.1,65.29,17252642,1.1263643271e+14,55166,2420835,0.1403
2015-07-09,67.1,68.0,68.7,65.85,67.1,66.85,67.7,14620738,9.897633989e+13,48539,1750217,0.1197
2015-07-10,66.85,67.6,67.85,65.1,66.7,66.75,66.64,11100365,7.3977797405e+13,50642,2189605,0.1973
2015-07-13,66.75,66.9,68.15,66.6,67.4,67.45,67.35,6380264,4.2973387395e+13,25750,985854,0.1545
2015-07-14,67.45,67.0,68.25,66.8,66.95,67.2,67.55,5539426,3.741643562e+13,21286,753237,0.136
2015-07-15,67.2,67.4,70.35,67.15,69.6,69.65,69.14,12647303,8.744007762e+13,55388,2569497,0.2032
2015-07-16,69.65,69.65,70.0,68.3,68.7,68.7,69.13,7104482,4.911264666e+13,30333,1027499,0.1446
2015-07-17,68.7,68.7,71.2,68.1,69.9,70.0,70.16,9293737,6.5202593025e+13,33974,1245303,0.134
2015-07-20,70.0,70.1,71.35,69.4,69.5,69.85,70.32,6639435,4.668862997e+13,29743,717893,0.1081
2015-07-21,69.85,69.6,70.55,66.8,67.6,67.45,69.07,7906547,5.4612672605e+13,30239,1077052,0.1362
2015-07-22,67.45,67.45,69.25,67.1,68.9,68.95,68.27,5267838,3.5964895385e+13,24756,629495,0.1195
2015-07-23,68.95,69.25,70.1,68.5,69.1,69.1,69.26,6006539,4.159841056e+13,30269,709992,0.1182
2015-07-24,69.1,69.3,69.9,67.75,67.85,68.0,68.76,4273810,2.938590225e+13,19597,563395,0.1318
