Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2014-09-30,510.75,514.7,514.7,500.3,502.7,502.15,509.44,5517683,2.8109365323e+14,50426,2989775,0.5419
2014-10-01,502.15,501.2,507.4,499.25,506.15,502.75,504.3,3687493,1.859596479e+14,64441,2018927,0.5475
2014-10-07,502.75,502.75,516.8,502.75,505.0,504.95,509.83,5404357,2.755294598e+14,115646,2587493,0.4788
2014-10-08,504.95,507.0,512.7,502.0,509.1,509.0,509.17,3921022,1.99646702485e+14,65566,2096953,0.5348
2014-10-09,509.0,514.95,522.5,513.3,518.3,520.6,517.72,3718984,1.9253900611e+14,46067,2060040,0.5539
2014-10-10,520.6,514.5,514.5,489.35,494.9,492.7,497.19,7455947,3.70705279445e+14,105107,3728188,0.5
2014-10-13,492.7,490.0,498.2,480.05,496.1,496.25,489.6,5138424,2.5157860617e+14,93101,1774612,0.3454
2014-10-14,496.25,498.9,500.2,486.1,489.25,488.0,490.67,3845609,1.8869098884e+14,76433,1573864,0.4093
2014-10-16,488.0,485.45,501.1,481.7,484.45,483.8,492.28,6573240,3.235855235e+14,108403,3009700,0.4579
2014-10-17,483.8,483.75,483.75,468.0,475.35,475.8,475.83,9493560,4.5173506612e+14,126647,5306903,0.559
2014-10-20,475.8,487.9,497.0,484.6,493.2,494.65,492.88,5777633,2.8476977507e+14,75362,2928766,0.5069
2014-10-21,494.65,499.05,504.15,493.75,502.8,501.45,500.06,3930435,1.965472534e+14,61751,1352735,0.3442
2014-10-22,501.45,508.65,520.5,508.65,518.65,519.15,515.4,5780947,2.97949501395e+14,86037,2900126,0.5017
2014-10-23,519.15,519.0,519.0,514.6,515.45,515.65,516.31,542351,2.8002382785e+13,7973,153836,0.2836
2014-10-27,515.65,517.0,518.0,502.25,503.3,503.7,506.9,3143561,1.5934827824e+14,52206,1683869,0.5357
2014-10-28,503.7,505.7,511.3,503.05,509.0,508.65,508.4,2396689,1.21846877465e+14,35757,1025176,0.4277
2014-10-29,508.65,515.5,527.45,515.5,525.5,526.2,522.58,4369226,2.2832901138e+14,66927,1922688,0.4401
2014-10-30,526.2,522.35,531.35,520.1,525.0,526.95,526.45,6176152,3.25144289145e+14,78801,3365457,0.5449
2014-10-31,526.95,526.35,538.5,520.95,535.6,535.85,531.79,3914563,2.08174149955e+14,60219,1513206,0.3866
2014-11-03,535.85,530.6,535.9,526.25,530.8,531.4,530.96,2764829,1.468010301e+14,43675,1056499,0.3821
2014-11-05,531.4,529.0,539.8,521.25,536.2,536.0,535.48,6515021,3.4886615517e+14,77697,3953565,0.6068
2014-11-07,536.0,537.1,543.95,532.2,533.7,533.35,536.42,2454112,1.31642675995e+14,33318,1178987,0.4804
2014-11-10,533.35,530.75,534.45,518.75,523.35,522.3,523.93,3353906,1.75719901225e+14,45637,1956273,0.5833
2014-11-11,522.3,525.0,527.5,517.1,523.05,521.7,521.9,2523943,1.31725059145e+14,57747,1301363,0.5156
2014-11-12,521.7,523.4,536.9,521.9,530.0,531.85,532.44,3579289,1.9057489737e+14,70646,1774855,0.4959
2014-11-13,531.85,533.0,536.0,523.45,526.55,526.75,528.25,2769737,1.4631214248e+14,61690,1375448,0.4966
2014-11-14,526.75,529.85,536.8,519.65,522.5,523.9,529.62,4667710,2.47211984415e+14,78710,2502164,0.5361
2014-11-17,523.9,520.0,547.55,520.0,545.15,545.25,540.43,7083220,3.8280030838e+14,135377,2894154,0.4086
2014-11-18,545.25,548.65,550.7,540.5,541.55,541.6,543.99,4499757,2.44781813595e+14,97414,2615901,0.5813
2014-11-19,541.6,544.05,544.95,522.5,530.45,529.5,532.38,4628849,2.46428966965e+14,80271,2589630,0.5595
2014-11-20,529.5,533.0,533.85,520.3,525.7,524.75,523.19,3788322,1.9820031694e+14,44652,2259551,0.5965
2014-11-21,524.75,528.55,539.4,527.2,531.7,531.0,532.1,3976809,2.1160436389e+14,60541,2328411,0.5855
2014-11-24,531.0,531.0,538.65,525.0,528.0,526.4,529.74,3753092,1.98818132495e+14,49649,2389009,0.6365
2014-11-25,526.4,528.55,529.05,513.0,524.0,521.85,521.19,4313395,2.24808540965e+14,60595,2305477,0.5345
2014-11-26,521.85,521.7,524.8,515.0,520.9,519.95,520.04,4589398,2.3866719906e+14,68491,2846904,0.6203
2014-11-27,519.95,515.0,522.85,511.5,521.85,519.95,516.41,5641394,2.91325016515e+14,61948,3303561,0.5856
2014-11-28,519.95,524.4,539.0,521.5,531.9,533.5,530.02,8174796,4.3327869341e+14,84518,5154997,0.6306
2014-12-01,533.5,539.85,539.85,530.1,535.05,536.0,534.52,5093458,2.72253658235e+14,134346,3155169,0.6195
2014-12-02,536.0,535.7,535.8,528.1,529.0,528.95,530.5,3555543,1.88621037405e+14,42325,1962177,0.5519
2014-12-03,528.95,535.2,538.8,526.3,528.3,529.0,532.03,3997174,2.1266032936e+14,66472,1873206,0.4686
2014-12-04,529.0,534.0,537.25,522.0,528.4,527.75,526.9,3600835,1.8972879968e+14,59706,1792281,0.4977
2014-12-05,527.75,524.45,530.75,522.45,524.95,525.35,526.47,2443317,1.28632633775e+14,37122,1064125,0.4355
2014-12-08,525.35,525.1,530.5,513.7,515.6,515.7,520.94,3102060,1.6159814955e+14,54495,1653982,0.5332
2014-12-09,515.7,517.25,520.85,501.35,503.25,503.25,509.2,5503173,2.8022408983e+14,98340,3262514,0.5928
2014-12-10,503.25,496.0,514.9,493.2,510.0,511.0,506.15,5561474,2.81494480315e+14,76614,2247672,0.4042
2014-12-11,511.0,506.8,512.8,498.0,504.3,503.9,504.0,4026431,2.02931581235e+14,73582,1667749,0.4142
2014-12-12,503.9,498.9,507.75,496.0,497.2,499.95,502.36,3859003,1.93860844135e+14,69189,1939363,0.5026
2014-12-15,499.95,494.9,501.8,492.35,496.5,493.95,496.98,3855125,1.91593211335e+14,67407,1872695,0.4858
2014-12-16,493.95,490.0,491.7,478.5,486.05,481.65,483.76,4762142,2.30373503695e+14,130085,2608728,0.5478
2014-12-17,481.65,478.6,486.4,468.65,475.3,475.8,475.44,6172599,2.93472404475e+14,80878,3880510,0.6287
2014-12-18,475.8,481.05,490.0,480.85,485.05,484.9,485.14,4370887,2.120513275e+14,77199,2483541,0.5682
2014-12-19,484.9,490.3,497.8,484.15,488.0,485.9,491.42,4616429,2.26860255345e+14,73032,2573725,0.5575
2014-12-22,485.9,486.1,497.3,481.35,496.0,494.7,489.65,3191672,1.5628053769e+14,68368,1962805,0.615
2014-12-23,494.7,496.8,501.45,485.6,488.05,488.15,492.88,4121567,2.0314477062e+14,48543,2578976,0.6257
2014-12-24,488.15,490.15,492.75,481.55,483.8,483.95,485.49,6440960,3.12699728455e+14,44534,3626218,0.563
