Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,upperband,middleband,lowerband,DEMA,EMA,HT_TRENDLINE,KAMA,MA,mama,fama,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDLADVANCEBLOCK,CDLBELTHOLD,CDLCLOSINGMARUBOZU,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHOMINGPIGEON,CDLINVERTEDHAMMER,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLPIERCING,CDLRICKSHAWMAN,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS,AD,ADOSC,OBV,HT_DCPERIOD,HT_DCPHASE,inphase,quadrature,sine,leadsine,HT_TRENDMODE,ATR,NATR,TRANGE,ADX,ADXR,APO,aroondown,aroonup,AROONOSC,BOP,CCI,CMO,DX,macd_x,macdsignal_x,macdhist_x,macd_y,macdsignal_y,macdhist_y,macd,macdsignal,macdhist,MFI,MINUS_DI,MINUS_DM,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI,slowk,slowd,fastk_x,fastd_x,fastk_y,fastd_y,TRIX,ULTOSC,WILLR
1419877800.0,495.05,499.0,499.5,490.25,494.2,493.75,494.02,1683677,8.3177244345e+13,27473,704362,0.4183,498.153914132,489.21,480.266085868,492.808662207,503.125786736,500.788070863,504.616887801,509.743333333,492.003936828,498.524042394,493.4,491.775,471.196324352,471.196324352,509.743333333,486.956551275,485.105106049,510.374375,500.222150538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8723684.04661,-2901560.39592,-7032846.0,20.4621239516,33.2985560925,5.48271015381,15.4055447019,0.549001754692,0.97921769988,1.0,13.5938767402,2.75319022586,9.25,24.0396210056,17.2625909718,-17.7884615385,42.8571428571,0.0,-42.8571428571,-0.567567567568,28.5644501435,-10.4343137316,15.148232997,-8.39476114063,-8.55169400495,0.156932864322,-17.7884615385,-16.4566951567,-1.33176638177,-8.0242931697,-8.13575403256,0.111460862866,35.8779279335,23.4556001893,44.6273153792,-0.2,17.284235028,32.8854943577,-3.51298284525,-0.0404899281304,-0.000404899281304,0.999595100719,99.9595100719,44.7828431342,54.962962963,42.3448736052,65.7777777778,54.962962963,90.8560298411,74.9315905084,-0.0349153955093,44.9862724783,-45.7297297297
1419964200.0,493.75,494.5,498.7,491.05,495.3,495.55,495.24,3183466,1.57656897945e+14,50748,1056667,0.3319,500.813714733,490.69,480.566285267,492.528295206,502.637026301,500.434259816,504.146496351,508.208333333,492.181239987,498.365472333,489.85,490.725,471.801397865,471.801397865,508.208333333,489.127290292,485.516691368,508.133125,499.306451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8161895.92896,-2201244.24807,-3849380.0,21.9564218674,37.3682770672,7.53752483186,-3.35345773971,0.606935903405,0.991142161981,1.0,13.1693141159,2.65751470404,7.65,23.4045218622,17.6988258423,-16.9685897436,35.7142857143,0.0,-35.7142857143,0.137254901961,48.7965769299,-7.92978950997,15.148232997,-7.57860523055,-8.35707625007,0.778471019517,-16.9685897436,-17.0602207977,0.0916310541311,-7.25631932303,-7.95986709066,0.703547767624,43.3258138646,22.4821155946,41.439649995,13.9,16.566882396,30.536530475,-3.35894000071,2.88591300737,0.0288591300737,1.02885913007,102.885913007,46.035105245,72.703974047,55.2400517589,80.7785888078,72.703974047,100.0,96.952009947,-0.0413898461953,47.8288584886,-39.0713476784
1420050600.0,495.55,494.5,499.45,492.25,498.55,498.45,496.76,934528,4.642335034e+13,12769,303443,0.3247,502.572293694,493.59,484.607706306,492.657637737,502.366895572,500.232531784,503.960083371,507.173333333,492.494677988,498.218702475,487.875,488.2,472.394369908,472.394369908,507.173333333,491.561973512,486.472096227,505.999375,498.67688172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7486959.04007,-1499885.51857,-2914852.0,23.3189727733,41.728497812,0.557823721632,-10.7721016931,0.665601635738,0.998370324357,1.0,12.7429345362,2.55651209473,7.2,22.7235144259,18.1211813773,-15.6935897436,28.5714285714,0.0,-28.5714285714,0.548611111111,81.5770049064,-3.84366692769,13.8704177546,-6.62146193656,-8.00995338737,1.38849145081,-15.6935897436,-17.3148504274,1.62126068376,-6.35336629371,-7.63856693127,1.28520063756,47.7998558206,21.5745459892,38.4796749953,22.65,16.3186073242,29.1053497268,-3.1120975451,4.7604035309,0.047604035309,1.04760403531,104.760403531,48.0781665362,80.4822925115,69.3830765072,94.8905109489,80.4822925115,100.0,96.952009947,-0.0471102590086,46.4958524017,-23.7851662404
1420137000.0,498.45,497.25,517.4,497.25,513.5,511.8,510.18,4148596,2.11651466895e+14,60297,2098181,0.5058,512.161691735,498.92,485.678308265,494.461952531,502.975482954,500.331971956,504.055965143,506.741666667,502.147338994,499.200861605,493.8,493.025,472.97548251,472.97548251,506.741666667,495.455318518,489.794061923,503.975625,498.975376344,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5644282.40484,-490306.60724,1233744.0,23.9618933819,47.4498519524,-2.00181830698,5.21406585702,0.736685745141,0.999086016717,1.0,13.2720106407,2.59320254802,20.15,21.9186402426,18.5417808073,-12.8676282051,21.4285714286,100.0,78.5714285714,0.722084367246,210.41728971,12.5665915369,11.4552758589,-4.73114782375,-7.35419227464,2.62304445089,-12.8676282051,-17.030982906,4.16335470085,-4.5706941036,-7.02499236573,2.45429826213,55.6715939811,19.2343726381,35.7311267814,26.9,24.2111806113,44.9763961749,-2.55328593979,5.54753557435,0.0554753557435,1.05547535574,105.547535574,56.2832957684,86.1015862238,79.7626175941,82.6356589147,86.1015862238,100.0,100.0,-0.0514384418262,55.3566508236,-11.4871794872
1420396200.0,511.8,510.1,526.0,506.7,524.1,523.8,518.6,6686952,3.467849662e+14,89227,3696954,0.5529,527.61171746,504.67,481.72828254,497.611568485,504.319000183,500.356663843,504.213379628,506.501666667,512.973669497,502.644063578,499.8,497.325,474.752463209,474.752463209,506.501666667,501.441787173,494.934408337,502.138125,500.075913978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-481816.871157,1609878.94513,7920696.0,23.9484967504,59.8606034998,3.3556954093,16.3097066123,0.864806377976,0.96655265502,1.0,13.7025813093,2.6159949044,19.3,21.8223224459,19.6305143972,-9.01570512821,14.2857142857,100.0,85.7142857143,0.709844559585,237.629854686,24.1671164218,20.5701910895,-2.23895132142,-6.331144084,4.09219276258,-9.01570512821,-16.1378917379,7.12218660969,-2.21764778546,-6.06352344968,3.84587566422,65.204468491,17.2988809284,33.1789034399,37.9,26.2587737246,50.3637964481,-1.78843459043,7.79995883927,0.0779995883927,1.07799958839,107.799958839,62.0835582109,90.4574412366,85.6804399906,93.8461538462,90.4574412366,100.0,100.0,-0.0539357794753,63.7783137496,-3.83609415867
1420482600.0,523.8,514.35,514.35,499.25,502.0,501.4,504.78,7894918,3.9851701907e+14,160548,4736934,0.6,526.939238173,506.2,485.460761827,497.679810673,504.130677591,499.903616601,504.156173586,505.668333333,512.394986022,502.887836639,499.8,497.325,477.827315417,477.827315417,505.668333333,505.548613514,495.41538275,500.461041667,499.746774194,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6128513.18904,526017.029493,25778.0,23.8727913255,72.6297925114,8.71276527089,13.1084271188,0.954395693966,0.885962555962,1.0,14.47739693,2.8873946809,24.55,20.9782794797,20.4759626683,-6.40608974359,7.14285714286,92.8571428571,85.7142857143,-0.85761589404,93.3899332929,-1.97727125902,10.0057209192,-2.04775518631,-5.47446630446,3.42671111815,-6.40608974359,-14.8544159544,8.44832621083,-2.02261658024,-5.25534207579,3.23272549555,61.4197072756,18.8795147519,38.2589817656,6.7,23.0776295127,46.7663824161,-1.27388819204,1.35435617546,0.0135435617546,1.01354356175,101.354356175,49.0113643705,68.6985155555,81.7525143386,29.6137339056,68.6985155555,18.5454581311,72.8484860437,-0.0560559504744,53.6992085714,-42.8945074106
1420569000.0,501.4,495.0,500.4,489.2,493.7,493.85,494.52,9134678,4.5172690791e+14,166649,5515549,0.6038,527.32936422,505.86,484.39063578,496.812248174,503.467408069,499.46115942,503.922346691,504.735,511.324979816,503.131239237,503.875,502.475,480.717676492,480.717676492,504.735,506.454656353,494.502799589,498.97,498.984301075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7678146.06404,-458265.76254,-9108900.0,24.6047985411,78.4335159316,10.415557081,11.4559490679,0.979692705212,0.834525709384,0.0,14.3147257207,2.8985978983,12.2,19.6524007297,20.7595916038,-4.12243589744,0.0,85.7142857143,85.7142857143,-0.102678571429,-7.42163138027,-8.93707647232,2.41597697976,-2.47690060539,-4.87495316465,2.39805255926,-4.12243589744,-13.2695868946,9.14715099715,-2.4127688586,-4.68682743235,2.27405857375,58.2579938639,22.7456490907,45.5761973538,5.7,21.6725164367,43.4259265292,-0.822421635917,1.16767387074,0.0116767387074,1.01167673871,101.167673871,45.5314617638,45.365252439,68.1737364104,12.6358695652,45.365252439,0.0,39.5151527104,-0.0582212254581,50.8146261848,-68.3315621679
1420655400.0,493.85,504.0,514.8,501.0,510.0,512.0,507.92,5476843,2.78179159245e+14,118182,3026127,0.5525,529.009921722,508.57,488.130078278,498.307077461,504.017897871,499.341167391,503.98361505,504.47,511.37588939,503.442142259,503.875,502.475,483.434615902,483.434615902,504.47,507.202953914,497.030039916,497.797291667,499.453010753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4423790.07853,216210.523611,-3632057.0,25.9562462108,83.646851476,12.9083632289,11.2582291857,0.993858736448,0.781010057038,0.0,14.7886738835,2.88841286788,20.95,19.161587887,20.9244187952,-2.02884615385,35.7142857143,78.5714285714,42.8571428571,0.579710144928,106.197042454,7.97807765807,12.7810209319,-1.33703561344,-4.16736965441,2.83033404096,-2.02884615385,-11.4740740741,9.44522792023,-1.33113243781,-4.01568843344,2.68455599564,59.1512830646,20.4437345719,42.3207546856,28.05,26.4353616761,54.7240746343,-0.405279777499,5.79605331129,0.0579605331129,1.05796053311,105.796053311,53.989038829,34.73537507,49.5997143548,61.9565217391,34.73537507,51.0967120826,23.2140567379,-0.0594357593872,56.0972259517,-29.7555791711
1420741800.0,512.0,521.25,524.95,515.5,521.0,522.3,520.89,4010545,2.0890582228e+14,65449,1490902,0.3717,533.964085086,510.67,487.375914914,500.958402249,505.197388331,500.10926876,504.075636649,504.548333333,513.062818026,504.184966734,503.875,502.475,485.988538948,485.988538948,504.548333333,509.531829607,501.140631497,496.964375,500.603333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2662545.4489,1032873.15704,378488.0,27.7024672828,81.8701789246,16.5996566234,12.9019936354,0.989950187921,0.799997054446,1.0,14.6573400347,2.80630672692,12.95,19.3365116662,21.4724980962,1.07467948718,28.5714285714,71.4285714286,42.8571428571,0.111111111111,151.757251227,15.9536922836,21.610520796,0.392910298921,-3.25531366374,3.64822396266,1.07467948718,-9.31296296296,10.3876424501,0.306779437969,-3.15119485916,3.45797429713,58.9282160901,19.1533865637,39.2978436367,37.15,29.7138511274,60.9652121604,0.214787198606,7.65742553849,0.0765742553849,1.07657425538,107.657425538,57.9768461418,54.8460144928,44.9822140006,89.9456521739,54.8460144928,75.1891726693,42.0952949173,-0.0593025359502,58.7613111132,-7.86397449522
1421001000.0,522.3,518.5,524.7,511.25,520.95,522.3,518.46,2533395,1.3134637558e+14,46938,887960,0.3505,533.009399285,510.37,487.730600715,503.367487095,506.300782632,501.071834127,504.246457617,504.175,513.524677125,504.418459494,503.875,502.475,488.389226611,488.389226611,504.175,512.863785453,504.759412064,496.429166667,501.748602151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1033261.67567,1791473.32975,378488.0,28.8466511049,87.1515536208,24.1909459252,-9.49374858538,0.998764475431,0.741372303956,1.0,14.5711014608,2.78979541658,13.45,19.1197221407,21.5461896194,4.48012820513,21.4285714286,64.2857142857,42.8571428571,0.282527881041,113.411682273,15.9536922836,16.3014583086,1.74380341774,-2.25549024745,3.99929366518,4.48012820513,-6.83867521368,11.3188034188,1.59113638162,-2.202728611,3.79386499262,54.3207688771,19.9740352389,40.7408548055,27.25,27.7544791062,56.610554149,0.8957810239,5.50449449551,0.0550449449551,1.05504494496,105.504494496,57.9768461418,81.4965288335,57.0259727987,92.5874125874,81.4965288335,100.0,75.4286282506,-0.0580493652818,59.3511406252,-7.86397449522
